ReviewStatus,Entity,SuggestedType,Confidence,AddToEntityTypeOverrides,CorrectedType,CanonicalEntity,Notes
pending,the mussulmans,CONCEPT,1.0,,,,
pending,the narrow mountain paths,LOCATION,0.8,,,,
pending,the night-watchmen,CONCEPT,1.0,,,,
pending,the nomads,GROUP,0.8,,,,
pending,the others (men),GROUP,1.0,,,,
pending,the party,CONCEPT,0.8,,,,
pending,the people of tarangpur,GROUP,0.8,,,,
pending,the pilgrims from kum-bum,CONCEPT,1.0,,,,
pending,the political power of the clans and their deities,CONCEPT,1.0,,,,
pending,the produce and needs of dolpo,LOCATION,1.0,,,,
pending,the rajas and ranas in areas under their direct control,CONCEPT,1.0,,,,
pending,the ravine,CONCEPT,1.0,,,,
pending,the ritual to be observed by pilgrims,CONCEPT,1.0,,,,
pending,the river,LOCATION,1.0,,,,
pending,the river tarim,LOCATION,1.0,,,,
pending,the road in the astyn-tagh,LOCATION,0.8,,,,
pending,the route,CONCEPT,0.8,,,,
pending,the route along the kali gandaki river,LOCATION,1.0,,,,
pending,the route to ladak,LOCATION,0.8,,,,
pending,the rulers of these hill states,GROUP,0.8,,,,
pending,the salt from this place,COMMODITY,0.8,,,,
pending,the sheep,COMMODITY,1.0,,,,
pending,the shepherds,GROUP,0.8,,,,
pending,the social history of the western himalayas,CONCEPT,0.8,,,,
pending,the south and west,CONCEPT,1.0,,,,
pending,the southern shore,CONCEPT,1.0,,,,
pending,the steppe of yellow reeds,CONCEPT,1.0,,,,
pending,the tibetans,GROUP,0.8,,,,
pending,the town of osh,LOCATION,0.8,,,,
pending,the treaty,CONCEPT,1.0,,,,
pending,the ughen-daria,CONCEPT,1.0,,,,
pending,the village of tatran on the cherchen-daria,LOCATION,0.8,,,,
pending,the water,CONCEPT,1.0,,,,
pending,the weather,CONCEPT,1.0,,,,
pending,the week,CONCEPT,1.0,,,,
pending,the west himalayas,LOCATION,0.8,,,,
pending,the western himalayas,LOCATION,0.8,,,,
pending,the wind,CONCEPT,1.0,,,,
pending,the yaggyu-rapga valley,LOCATION,0.8,,,,
pending,the yarkand-daria,CONCEPT,0.8,,,,
pending,the yarkand-daria below lailik,CONCEPT,1.0,,,,
pending,these mountain communities,GROUP,1.0,,,,
pending,these people,GROUP,1.0,,,,
pending,thousands and thousands of sheep,COMMODITY,1.0,,,,
pending,thousanns of mules,COMMODITY,0.8,,,,
pending,through palampur and from leh to kashmir,LOCATION,0.8,,,,
pending,thudam,CONCEPT,1.0,,,,
pending,thugje monastery,GROUP,0.8,,,,
pending,tibet,LOCATION,1.0,,,,
pending,tibet and lower regions of nepal,LOCATION,1.0,,,,
pending,tibet and northern india,LOCATION,1.0,,,,
pending,tibet and the people of lower humla,GROUP,1.0,,,,
pending,tibet baqals,GROUP,1.0,,,,
pending,tibetan authorities,GROUP,1.0,,,,
pending,"tibetan boots, coats (bakhu)",LOCATION,1.0,,,,
pending,tibetan border,LOCATION,1.0,,,,
pending,tibetan buddhists,LOCATION,0.8,,,,
pending,tibetan changpas,GROUP,1.0,,,,
pending,tibetan countries in its neighbourhood,LOCATION,1.0,,,,
pending,tibetan culture,CONCEPT,1.0,,,,
pending,tibetan delegates,GROUP,1.0,,,,
pending,tibetan drokpas (chobas),LOCATION,1.0,,,,
pending,tibetan dynasty,GROUP,1.0,,,,
pending,tibetan fountainhead of teaching,CONCEPT,1.0,,,,
pending,tibetan government,GROUP,1.0,,,,
pending,tibetan government officials,GROUP,0.8,,,,
pending,tibetan herdsmen,GROUP,0.8,,,,
pending,tibetan herdspeople,GROUP,0.8,,,,
pending,tibetan horsemen,GROUP,1.0,,,,
pending,tibetan horses,COMMODITY,1.0,,,,
pending,tibetan lamas,LOCATION,1.0,,,,
pending,tibetan luxury goods,COMMODITY,1.0,,,,
pending,tibetan merchants,GROUP,0.8,,,,
pending,tibetan mountains,LOCATION,0.8,,,,
pending,tibetan north,LOCATION,1.0,,,,
pending,tibetan officials,GROUP,0.8,,,,
pending,tibetan partners,GROUP,1.0,,,,
pending,tibetan partners in tibet,GROUP,1.0,,,,
pending,tibetan pontiffs,LOCATION,0.8,,,,
pending,tibetan populations,LOCATION,1.0,,,,
pending,tibetan refugees,LOCATION,0.8,,,,
pending,tibetan salt,COMMODITY,1.0,,,,
pending,tibetan soldiers,CONCEPT,1.0,,,,
pending,tibetan towns,LOCATION,0.8,,,,
pending,tibetan trade-centre of taklakot,LOCATION,1.0,,,,
pending,tibetan traders,GROUP,1.0,,,,
pending,tibetan travellers,LOCATION,1.0,,,,
pending,tibetan tribes,GROUP,1.0,,,,
pending,tibetan villagers,GROUP,0.8,,,,
pending,tibetan women,GROUP,0.8,,,,
pending,tibetan wool,COMMODITY,1.0,,,,
pending,tibetan wool and woollen cloth,COMMODITY,1.0,,,,
pending,tibetan wool in pongdzu,COMMODITY,0.8,,,,
pending,tibetan-speaking groups,LOCATION,0.8,,,,
pending,tibetans,GROUP,1.0,,,,
pending,tibetans of kalimpong,GROUP,1.0,,,,
pending,tibrikot,LOCATION,1.0,,,,
pending,tichurong,LOCATION,1.0,,,,
pending,tichurong people,GROUP,1.0,,,,
pending,tikula road,LOCATION,0.8,,,,
pending,timber for jyemz-houses,CONCEPT,1.0,,,,
pending,tingri,CONCEPT,1.0,,,,
pending,tinkhar,CONCEPT,1.0,,,,
pending,to the borders of tibet,LOCATION,0.8,,,,
pending,tobacco,CONCEPT,0.8,,,,
pending,togdasin,CONCEPT,1.0,,,,
pending,togri-sai,CONCEPT,1.0,,,,
pending,toktamet beg,CONCEPT,1.0,,,,
pending,toll,CONCEPT,1.0,,,,
pending,tonga,CONCEPT,1.0,,,,
pending,tonkuzlik (belt of wood),COMMODITY,1.0,,,,
pending,tons,CONCEPT,0.8,,,,
pending,top of the promontory,CONCEPT,1.0,,,,
pending,torches,CONCEPT,1.0,,,,
pending,trade,CONCEPT,1.0,,,,
pending,trade between india and tibet,CONCEPT,1.0,,,,
pending,trade between kathmandu and tibetan cities,CONCEPT,0.8,,,,
pending,trade deals,CONCEPT,0.8,,,,
pending,trade goods,COMMODITY,0.8,,,,
pending,trade in cheptu,CONCEPT,0.8,,,,
pending,trade in cross-breeds,CONCEPT,1.0,,,,
pending,trade partners in the tichurong area,GROUP,1.0,,,,
pending,trade with central asia,CONCEPT,1.0,,,,
pending,trade with the bhotias,GROUP,1.0,,,,
pending,trade with tibet,CONCEPT,1.0,,,,
pending,"trade-route towards bajura, bajang and acham",CONCEPT,1.0,,,,
pending,traders,GROUP,1.0,,,,
pending,traders and others,GROUP,0.8,,,,
pending,traders at paltibit or rbanlnngar,GROUP,1.0,,,,
pending,traders from baragaon,GROUP,1.0,,,,
pending,traders from northern british india,GROUP,0.8,,,,
pending,traders from northwestern sichuan,GROUP,1.0,,,,
pending,traders from panchsati and barthapale,GROUP,0.8,,,,
pending,traders from the lower hills or plain beyond them,GROUP,1.0,,,,
pending,traders from the plains,GROUP,0.8,,,,
pending,traders from two villages,GROUP,1.0,,,,
pending,traders of solu,GROUP,1.0,,,,
pending,traders of the kamali zone,GROUP,1.0,,,,
pending,traders of the karnali zone,GROUP,1.0,,,,
pending,traders of the karnali zone humla,GROUP,1.0,,,,
pending,traders of the panchsati group,GROUP,1.0,,,,
pending,trading operations in khumbu,CONCEPT,1.0,,,,
pending,traditional tibetan society,GROUP,0.8,,,,
pending,trail1,LOCATION,0.8,,,,
pending,traill,LOCATION,0.8,,,,
pending,trans-himalayan trade,CONCEPT,0.8,,,,
pending,trans-himalayan traders,GROUP,1.0,,,,
pending,transit of men and cattle,GROUP,1.0,,,,
pending,travel,CONCEPT,1.0,,,,
pending,travellers,CONCEPT,1.0,,,,
pending,treaty,CONCEPT,1.0,,,,
pending,treaty of tingmosgang,CONCEPT,1.0,,,,
pending,tributary relations,CONCEPT,0.8,,,,
pending,tsakalho salt taxes,COMMODITY,1.0,,,,
pending,tsakhalho: salt production and the preservation of a catholic church,COMMODITY,0.8,,,,
pending,tsam tso lake,LOCATION,1.0,,,,
pending,tsd-tahk,CONCEPT,1.0,,,,
pending,tsering samphel,PERSON,0.8058,,,,
pending,tsharka men,GROUP,1.0,,,,
pending,tsiring tensing,CONCEPT,1.0,,,,
pending,tso kar,LOCATION,1.0,,,,
pending,tso-ngombo lake,LOCATION,1.0,,,,
pending,tsos,CONCEPT,1.0,,,,
pending,tukche,CONCEPT,1.0,,,,
pending,tukuche,LOCATION,1.0,,,,
pending,tun-huang,CONCEPT,0.8,,,,
pending,tura-sallgan-uy,CONCEPT,1.0,,,,
pending,turdu bai,CONCEPT,1.0,,,,
pending,turfan,CONCEPT,1.0,,,,
pending,two horses,COMMODITY,1.0,,,,
pending,two sheep,COMMODITY,1.0,,,,
pending,ughen-daria,CONCEPT,1.0,,,,
pending,ukhimath,LOCATION,0.9855,,,,
pending,unrefined sugar,COMMODITY,1.0,,,,
pending,unrefined sugar (ghuv),COMMODITY,1.0,,,,
pending,until the re-establishment of the tibetan monasteries in india,GROUP,0.8,,,,
pending,upadhya brahmans,CONCEPT,1.0,,,,
pending,urken,CONCEPT,1.0,,,,
pending,valley,LOCATION,0.8,,,,
pending,valley of the saraswati,LOCATION,0.8,,,,
pending,village,LOCATION,1.0,,,,
pending,village boundaries,LOCATION,1.0,,,,
pending,village context,LOCATION,1.0,,,,
pending,village deity,LOCATION,0.8,,,,
pending,"village headmen, patwzris, and zaildzrs",LOCATION,1.0,,,,
pending,village meeting,LOCATION,1.0,,,,
pending,village school,LOCATION,0.8,,,,
pending,"village sites or farmlands, local pastures or forests",LOCATION,1.0,,,,
pending,village-communities,GROUP,1.0,,,,
pending,village-community,GROUP,1.0,,,,
pending,village-endogamy,LOCATION,0.8,,,,
pending,village-officials (rolwa),GROUP,1.0,,,,
pending,"villagers in india-to places such as kanpur, kalimpong, and calcutta",GROUP,1.0,,,,
pending,villagers in khasan and bhot,GROUP,1.0,,,,
pending,villagers of lower humla,GROUP,0.8,,,,
pending,villagers with fuel and timber,GROUP,0.8,,,,
pending,villages,LOCATION,1.0,,,,
pending,villages near the road,LOCATION,0.8,,,,
pending,wages,CONCEPT,1.0,,,,
pending,walnut oil revenue,COMMODITY,1.0,,,,
pending,walnuts,COMMODITY,1.0,,,,
pending,"walnuts, lemons, pomegranates, etc",CONCEPT,1.0,,,,
pending,walongchung,CONCEPT,1.0,,,,
pending,"warm, high-altitude clothing of western manufacture",COMMODITY,1.0,,,,
pending,water,CONCEPT,1.0,,,,
pending,water for drinking and other purposes,CONCEPT,1.0,,,,
pending,water from a government channel,GROUP,1.0,,,,
pending,water of salt lakes,COMMODITY,1.0,,,,
pending,water supply,CONCEPT,1.0,,,,
pending,watercourses,CONCEPT,1.0,,,,
pending,wazir,GROUP,1.0,,,,
pending,wazir wazrat,CONCEPT,1.0,,,,
pending,wealth,CONCEPT,1.0,,,,
pending,wealthier villagers,GROUP,1.0,,,,
pending,weather in the mountains,LOCATION,1.0,,,,
pending,weaving,CONCEPT,1.0,,,,
pending,weekly market of namche bazar,LOCATION,1.0,,,,
pending,weir,CONCEPT,1.0,,,,
pending,wells,COMMODITY,0.8,,,,
pending,western china,LOCATION,1.0,,,,
pending,western himalayas,LOCATION,0.8,,,,
pending,wheat,COMMODITY,1.0,,,,
pending,white radish,COMMODITY,1.0,,,,
pending,wild asses (kulans),CONCEPT,1.0,,,,
pending,wild camel,COMMODITY,1.0,,,,
pending,window glass,CONCEPT,1.0,,,,
pending,winter pastures,CONCEPT,0.8,,,,
pending,with each other,CONCEPT,1.0,,,,
pending,wolves,CONCEPT,1.0,,,,
pending,wood,COMMODITY,0.8,,,,
pending,"wood, milk, vegetables",COMMODITY,0.8,,,,
pending,wooden tubes or buckets,COMMODITY,0.8,,,,
pending,wool,COMMODITY,1.0,,,,
pending,wool of the pastoralists,GROUP,0.8,,,,
pending,"wool, blankets, sweaters, mufflers, and other woolen goods",COMMODITY,1.0,,,,
pending,woolen blankets,COMMODITY,1.0,,,,
pending,woolen goods,COMMODITY,1.0,,,,
pending,"wopse, in the lower dudh kosi valley",LOCATION,1.0,,,,
pending,yak,COMMODITY,1.0,,,,
pending,yak blood,COMMODITY,1.0,,,,
pending,yak population,GROUP,1.0,,,,
pending,"yak, sheep and goats",COMMODITY,0.8,,,,
pending,yak-caravan,COMMODITY,1.0,,,,
pending,yak-dung,COMMODITY,0.8,,,,
pending,yaks and horses,COMMODITY,1.0,,,,
pending,yamakhar,CONCEPT,1.0,,,,
pending,yamdu tsering,CONCEPT,1.0,,,,
pending,yan-nan,CONCEPT,1.0,,,,
pending,yanghi-daria,CONCEPT,1.0,,,,
pending,yanghi-ko11,CONCEPT,0.8,,,,
pending,yanghi-koll,CONCEPT,1.0,,,,
pending,yari,CONCEPT,1.0,,,,
pending,yari people,GROUP,0.8,,,,
pending,yarkand and ladakh,LOCATION,0.8,,,,
pending,yarkand-daria,CONCEPT,1.0,,,,
pending,yatung,CONCEPT,1.0,,,,
pending,yo-yul,CONCEPT,1.0,,,,
pending,younger men,GROUP,0.8,,,,
pending,yugan-balik-kill (big fish lake),LOCATION,1.0,,,,
pending,"zanskar, spiti and kinnaur as well as guge proper",LOCATION,0.8,,,,
pending,zanskaris,GROUP,1.0,,,,
pending,zhao erfeng,PERSON,1.0,,,,
pending,zoji la,LOCATION,0.9994,,,,
pending,"~oo,ooo,ooo subjects",GROUP,1.0,,,,
