Source,Relation,Target,Weight,Evidence,Confidence
ministry of food,controls,distribution of salt,1,The arrangement was to prepare a half-yearly programme of movement of salt to the different provinces . and States and to get such programmes periodically approved by the Central Board of Transport.,0.8
salt controller,controls,salt movements,1,No hooking of railway wagons was permissible from one zone to another except under special permission of the Salt Controller for reasons to be recorded in writing in each individual case.,0.8
central government,governs,"indian railways act, 1890",1,"the Government had to amend the Indian Railways Act, 1890 suitably...",0.9
government,supplies,salt,1,"Supplies from Government salt works at Sambhar, Pachbadra, Didwana and Kharaghoda continued to be made by the Registered dealers appointed by the Government for the purpose through the State Government nominees either appointed under their respective Control Orders or executive orders issued by them.",0.85
south bihar,administers,salt factories,1,Salt factories in West Bengal ; Salt imported into Calcutta by sea and sea salt factories in Orissa.,0.8
salt commissioner,controls,salt production,1,"Control over salt production is exercised by the Salt Commissioner under the Central Excise and Salt Act, 1944 and the Central Excise Rules, 1944 framed under the above Act.",0.8
ajmer-merwara,controls,salt prices on wholesale and retail,1,"Ajmer-Merwara Salt Prices Control on wholesale and retail Control Order, 1947 (issued prices of salt in the State, on 7-2-1947).",0.8
madhya bharat,controls,"salt import, distribution, and retail prices",1,"9 Madhya Bharat , Madhya Bharat Salt (Control) Control on import, distribution Order, 1949 (issued on 28-2- and wholesale and retail prices of salt.",0.8
saurashtra,controls,sale and distribution of salt,1,"10 Saurashtra . Saurashtra Salt Dealers Control, sale and distribution Licensing Order, 1949 of salt within the State, (issued on 23-11-1949).",0.8
assam,controls,"import, distribution, and retail prices of salt",1,"11 Assam . Assam Controlled Commodities Distribution Order, and retail prices of salt. Controls export of salt from the State.",0.8
government of india,regulates,"import, distribution, and retail prices of 'block' salt",1,"Control on manufacture, sale and transport of ‘Block’ salt.",0.8
government of india,regulates,reserve stocks of salt,1,"Salt (Reserve Stocks) Order, 1950 under which every importer of salt into Calcutta by sea, whether from foreign countries or indigenous sources, is required to store in the Government Golahs at Salkia (Howrah) not less than a certain percentage of the quantity of salt imported by him as fixed by the Salt Commissioner or the Government from time to time.",0.8
salt commissioner,governs,reserve stocks of salt,1,"The Salt Commissioner may, at his discretion, vary from time to time, the percentage of salt to be stored...",0.9
the commodity controls committee,controls,"salt controls issued under the essential supplies (temporary powers) act, 1946",1,"The Commodity Controls Committee set up by the Ministry of Commerce and Industry which examined all questions of controls issued under the Essential Supplies (Temporary Powers) Act, 1946...",0.9
states,administers,salt,1,"As the country has attained self-sufficiency in salt, the working of the Nominee system came in for severe criticism at the hands of the salt traders and the Chambers of Commerce.",0.8
railway freight,regulates,salt transport charges,1,Transport charges from the factory to consuming areas.,0.8
government,regulates,selling prices at government salt works,1,"and selling prices at Government salt works, therefore, had always been fixed so as to cover only the cost of production, with a small addition for such services as bagging, weighing and loading.",0.9
salt sources,supplies,government factories,1,"The cost of production at the different Government sources was so long, calculated in accordance with the procedure fixed by Government in 1935-36 and all relevant items of cost were taken into account.",0.8
salt duty,taxes,government factories,1,"Even after the abolition of salt duty, the selling price of salt in Government factories had all along been fixed on a ‘no profit no loss’ basis.",0.8
departmental committee,regulates,fixing of selling price of salt from govt. factories,1,"The Departmental Committee which, was formed by the Government of India with Shri B. Secretary, Ministry of Production as Chairman, reported about the question of fixation of selling price of salt from Govt., factories as follows:",0.8
rock salt mines,supplies,brine of good quality,1,industrial consumers have a great advantage inasmuch as they are able to get in brine of good quality at low cost from their rock salt mines.,0.9
n. salt revenue department,controls,saltpetre refineries of the bhagalpur division of bihar,1,Hence in 1890 the saltpetre refineries of the Bhagalpur Division of Bihar and those around Calcutta were brought under the N. Salt Revenue Department.,0.8
northern india,controls,saltpetre industry,1,The Northern India system was adopted under which a single licence was issued for the manufacture of both crude and refined saltpetre...,0.9
"india salt act, 1882",regulates,saltpetre industry,1,"It was with the passing of the Indian Salt Act, 1882 that the saltpetre industry was brought under control.",0.9
saltpetre industry,depends_on,licences,1,"The number of factories licensed for the manufacture of crude and refined saltpetre was 50 in 1931, but it fell to 40 in 1932 and to 37 in 1933.",0.7
internal branch,governs,crude saltpetre factories,1,"Prior to the Delhi Pact, crude saltpetre factories were inspected by the officers of the Internal Branch*",0.9
saltpetre,extracts_from,earth,1,"The material so obtained is filtered in large clay-lined mud filters provided with a bottom of bamboos, resting on bricks and leaving a space below for brine.",0.9
east india company,monopolizes,saltpetre trade,1,For long the trade was carried on as a monopoly by the East India Company,0.9
lunia,licenses,salt manufacturing,1,a Lunia could educate salt and dispose it of as he pleased was also kept as a special feature of the altered scheme.,0.9
the lunia,depends_on,refiner,1,TheLunia was free to manufacture crude saltpetre but was still entirely dependent on the refiner.,0.9
punjab and uttar pradesh,regulates,manufacture and refine saltpetre and educe salt therefrom,1,"The fee for a licence to manufacture and refine saltpetre and educe salt therefrom is Rs. ... levied on salt and sitta (im-pure salt containing not more than 60 per cent sodium chloride) removed from saltpetre refineries in the Provinces of the Punjab, Bihar and U.",0.9
central excise,licenses,saltpetre refineries,1,"Till this separation, the Central Excise staff continued to license saltpetre refineries...",0.8
government of india,licenses,refiners,1,The Government of India decided in 1944 to issue the licences without charging any fee in Madras.,0.8
assistant commissioner,administers,internal branch,1,The Division was put under an Assistant Commissioner with his headquarters at Agra*,0.9
deputy salt commissioner,administers,licenses,1,"So far as Madras is concerned, the power of issuing licenses has been delegated to the Deputy Salt Commissioner, Madras where, as already mentioned, no fee is being charged since 1944»",0.8
government of india,licenses,salt used for industrial purposes,1,In 1883-84 the Government of India first framed rules to grant concessions in respect of salt used for industrial purposes.,0.9
northern india salt revenue department,administers,factories,1,The factories were open to inspection by the officers of the Northern India Salt Revenue Department and the firm was expected to provide all facilities.,0.9
"assistant commissioner, northern india salt revenue, internal branch, agra",regulates,refund of duty,1,"Applications for refund of duty up to 1st April, 1935 were dealt with by the Assistant Commissioner, Northern India Salt Revenue, Internal Branch, Agra.",0.8
concessionaire firms,supplies,salt,1,Salt was also issued at concession rate to the refinery at Lahore (now in Pakistan).,0.8
concessionaires,controls,salt,1,The concessionaires were required to keep the salt in a securely constructed store room fitted with a strong door capable of being locked...,0.9
salt,administers,factory,1,Salt was used as a drying agent in the acetone factory at Deolali.,0.8
bombay government,licenses,agriculturists,1,The Bombay Government sanctioned the issue of denatured salt for use in agriculture in 1914.,0.8
fish merchants,negotiates_with,salt department,1,"Some fish merchants in the Thana and Surat districts were, however, granted the concession, on certain conditions, of using duty-free salt for curing catches of fish at sea made on the Kathiawar and Kutch Coasts.",0.8
government,supplies,salt duty-free,1,it was decided in 1875-76 to supply salt duty-free at a little over cost price for curing fish,0.8
state,administers,safeguards,1,The State was required to adopt sufficient safeguards in order to see that the concession was not abused.,0.8
d. chemical works,supplies,industrial salt,1,supply of salt to salt refining and Black salt industries*,0.9
"travancore-cochin chemical ltd, alwaye",supplies,industrial salt for caustic soda industries,1,"Tavancore Cochin Chemicals Ltd* Alwaye, Cochin (for Caustic Soda)",0.9
"r. chemical works, delhi",supplies,industrial salt for caustic soda industries,1,"(a) R. Chemical Works, Delhi (for Caustic Soda)",0.9
"shree gopal paper mills, jagadhri, ambala",supplies,industrial salt for caustic soda industries,1,"(a) Shree Gopal Paper Mills, Jagadhri, Ambala (for Caustic Soda)",0.9
"rohtas industries, shahbad, patna",supplies,industrial salt for caustic soda industries,1,"(a) Rohtas Industries, Shahbad, Patna (for Caustic Soda)",0.9
"mettur chemicals and industries ltd, mettur",supplies,industrial salt for caustic soda industries,1,"(ii) Mysore* — M/s* Bhadrawati Paper Mills, Bhadrawati (Paper Industries).-  • . Ttavancore Cochin Chemicals Ltd* Alwaye, Cochin (for Caustic Soda)",0.9
government of india,regulates,salt quality control,1,The Government of India ordered in 1953 that sub-standard salt should not be allowed to be sold for human consumption.,0.9
government of india,taxes,sub-standard salt,1,"All hide and skin industries and approved agents who supply salt to soap, hide arid skin and other small industries should be allotted quota of sub- standard salt only from Didwana.",0.8
didwana,supplies,sub-standard salt,1,"All hide and skin industries and approved agents who supply salt to soap, hide arid skin and other small industries should be allotted quota of sub- standard salt only from Didwana.",0.8
tata chemicals,supplies,gypsum,1,"The recovery of gypsum has been attempted by some salt works, such as the Tata Chemicals at Mithapur...",0.8
pioneer magnesia works,administers,bitterns from salt pans at kharaghoda,1,"The bitterns from the salt pans at Kliaraghoda, so rich in magnesium salts, would be a fruitful source of meeting the deficiency of the vital chemical required for cloth sizing by textile mills.",0.8
government,licenses,the pioneer magnesia works,1,"after inviting tenders entrusted the work on a royalty basis to a new company The Pioneer Magnesia Works, of which the late Sir Rustom J.",0.8
pioneer magnesia works,supplies,textile industry,1,"The problem of winning of a chemical like magnesium chloride from a complex mixture such as bitterns was far from simple, and constant efforts were necessary to prepare a product acceptable to the textile industry.",0.8
government,governs,salt excise,1,"Rao Bahadur Maneklal Lallubhai, OBE., the then Collector of Salt Excise, Bombay, that the bitterns from the salt pans at Kliaraghoda, so rich in magnesium salts, would be a fruitful source of meeting the deficiency of the vital chemical required for cloth sizing by textile mills.",0.8
pioneer magnesia works,extracts_from,brine,1,These valuable salts are washed away during the monsoon every year and thus lost.,0.8
pioneer magnesia works,controls,recovery of carnallite,1,"Though, in accordance with the terms of the agreement Government could undertake the manufacture of carnallite departmentally, the Salt Experts Committee did not recommend to Government to assume this responsibility at present* The works recovered this by-product on a small scale from a part of the bitterns handled by them.",0.8
pioneer magnesia works,supplies,bromine,1,The Company were producing some bromine every year but this plant is not functioning now as the bromine from India cannot compete in the foreign market and it is difficult to market this chemical from India* The percentage of bromine in Kharaghoda bitterns is so many times more than that in sea water.,0.7
pioneer magnesia works,trades_with,india,1,The Company were producing some bromine every year but this plant is not functioning now as the bromine from India cannot compete in the foreign market and it is difficult to market this chemical from India* The percentage of bromine in Kharaghoda bitterns is so many times more than that in sea water.,0.6
pioneer magnesia works,regulates,transportation of bitterns,1,"The present method of transporting the bitterns from the farans to the Pioneer Magnesia Works is primitive* The bitterns are filled manually into small containers either earthern or of galvanised iron and carried by head-loads to tank, mounted on a broad-gauge undercarriage. The tank wagon is then pushed manually to the Works over a distance of as much as 8 miles.",0.9
government,regulates,royalty on magnesium chloride and magnesium sulphate,1,"The royalty charged should, therefore, be subject to this prescribed minimum...",0.8
tatas,regulates,manufacture of magnesium chloride,1,"The manufacture of magnesium chloride is regulated according to sales and as Indian demand is small, most of Tatas' production is exported to English and Continental markets.",0.9
small salt producing units,depends_on,size,1,"a large number of salt producing units are small in size and, in consequence, the quantity of bitterns drained out from any one of them is so small that the setting up of a by-product recovery plant becomes unecnomical.",0.9
sodium carbonate,supplies,solution,1,"The process proposed above was tried out on the second liquor in vitro and gave fine deposit of sodium bicarbonate which, when filtered off and dried, was of a dirty reddish colour.",0.85
sodium sulphate,extracts_from,mixed salts at sambhar,1,investigations for the recovery of sodium sulphate and sodium carbonate from the mixed salts at Sambhar should be undertaken,0.9
sodium carbonate,extracts_from,mixed salts at sambhar,1,investigations for the recovery of sodium sulphate and sodium carbonate from the mixed salts at Sambhar should be undertaken,0.9
government,controls,imports of salt into bengal,1,"The immediate assumption of the control of the imports of salt into Bengal by the Government, which was to buy all the salt and sell it at standard rates.",0.9
government,regulates,salt trade throughout india,1,One of their recommendations was that Government should undertake a thorough inquiry into the potentialities of the various salt sources of India.,0.8
tariff board,regulates,prices of salt in calcutta market,1,The prices of salt in the Calcutta market were stabilized at the level indicated by the Tariff Board.,0.8
government,licenses,import salt,1,Licences to import salt should be issued freely and the quantity should be shipped as early as possible;,0.8
sambhar,supplies,salt to uttar pradesh,1,"The breakdown of supplies from the Khewra salt mines aggravated the position. Sambhar supplies to Uttar Pradesh too fell into arrears to the tune of 33,000 tons owing to inadequate transport facilities.",0.7
industry and supply ministry,regulates,distribution and price control of salt,1,The Committee approved the transfer of responsibility for production of salt from Finance and the responsibility for distribution and price control from Food to the Industry and Supply Ministry.,0.8
state,controls,modern installations for the production of salt,1,whether under State control or otherwise...,0.9
salt advisory committee,governs,production of salt,1,"'Steps should be taken to appoint a Standing Salt Advisory Committee to advise Government on (a) Production, (b) Distribution, (c) Imports, and (d) Exports of salt.'",0.8
deputy secretary,administers,"ministry of works, production and supply",1,"Deputy Secretary, Ministry of Works, Production and Supply (now Production).",0.8
central board,administers,proceeds of the salt cess,1,The functions of the Central Board are to advise the Government of India on the administration of the proceeds of the Salt Cess levied and collected under Section 3 of the Salt Cess Act 1953.,0.9
east india company,governs,"bengal, bihar and orissa",1,"The Diwani (or the right to levy tax) of Bengal, Bihar and Orissa was granted to the East India Company in 1765.",0.9
government,monopolizes,salt manufacture,1,Warren Hastings was driven to tighten up the reins of salt administration and adopt the monopoly of manufacture.,0.85
molunghees,supplies,government,1,Salt was manufactured by the manufacturers called “Molunghees” under the directions of the agent and was sold to him at a fixed price.,0.8
salt agents,regulates,salt manufacture,1,All salt was delivered to Government at a fixed price and Government sold it at a fixed price.,0.75
customs duty,regulates,salt import,1,Duty on imported salt was first levied under Act 30 of 1854.,0.8
central provinces,administers,inland customs department,1,The Inland Customs Department was at its zenith.,0.8
the administration,controls,the line and the control of the salt works in rajputana,1,"The administration of the line and the control of the salt works in Rajputana were, therefore, taken over from the Local Governments by the Governor-General-in-Council in the Finance Department.",0.9
salt tax,taxes,india's people,1,The salt tax was for him a crying symbol of India's servitude...,0.8
persons,depends_on,salt,1,"Moreover, since persons engaged in manual labour physiologically stand in need of a larger quantity of salt in their diet than others...",0.8
mahatma gandhi,supplies,salt,1,"even the salt he must use to live is so taxed as to make the burden fall heaviest on him, if only because of the heartless impartiality of its incidence.",0.8
british system,taxes,salt,1,"even the salt he must use to live is so taxed as to make the burden fall heaviest on him, if only because of the heartless impartiality of its incidence.",0.8
people,disputes,the salt law,1,"it being well understood that all such people are committing a breach of the Salt Law and running the risk of prosecution, or even without a prosecution, are to be subjected by the so-called Salt Officers to harassment.",0.8
government of india,licenses,local residents in villages,1,"they are prepared to extend their administrative provisions on lines already prevailing in certain places, in order to permit local residents in villages, immediately adjoining areas where salt can be collected or made,, to collect or make salt for domestic consumption or sale within such villages",0.8
government of india,taxes,salt,1,"The following statement by the Governor-General's Council is published for general information: — Consequent on the conversations that have taken place between His Excellency the Viceroy and Mr. Gandhi, it has been arranged that the civil disobedience movement be discontinued, and that, with the approval of His Majesty’s Government, certain action be taken by the Government of India and Local Governments.",0.7
gandhi,administers,arrangements and regulations in various districts,1,has been engaged in settling the details of arrangements and regulations in various districts to give effect to clause 20 of the settlement...,0.9
government,regulates,salt collection and manufacture by local residents in villages,1,it will be open to those in villages adjoining salt areas to make or collect salt for domestic use and sale in their respective villages...,0.8
government of bombay,regulates,salt manufacture,1,"Under the Bombay Salt Act, 1890, the manufacture of salt without a formal license was forbidden in the Bombay Province.",0.9
mahatma gandhi,disputes,salt laws,1,Mention has already been made of Mahatma Gandhi's Dandi March and starting of Civil Disobedience Movement by breaking the Salt Laws.,0.9
viceroy lord irwin and gandhiji,negotiates_with,gandhi-irwin delhi pact of 1931,1,"After continued correspondence a settlement was reached between the then Viceroy Lord Irwin and Gandhiji, known as Gandhi-Irwin Delhi Pact of 1931.",0.9
salt department officers,supplies,salt for local consumption,1,(1) Officers should not interfere with villagers making or collecting salt in areas immediately adjoining their villages for purely local consumption;,0.8
government of bombay,taxes,salt exports,1,The underlying spirit of the concession was to benefit the poorer classes and not persons carrying on organised manufacture of or regular trade in salt.,0.7
madras salt department,regulates,spontaneous salt,1,They destroyed spontaneous salt in swamps and coastal areas...,0.8
small scale manufacturers,supplies,salt,1,"Salt produced in units covering not more than 10 acres will not be subject to any restrictions by way of storage, transport and sale.",0.9
government of india,licenses,small licensed manufacturers,1,"The matter, however, was given further consideration and the Government of India decided that as a matter of general policy, it would not be right to reduce the area since most of the ten-acre concessionaires were like cottage industry workers.",0.85
government of india,licenses,co-operative societies,1,Government also extended this concession to Co-operative societies with a view to foster co-operative movement amongst the salt manufacturers.,0.8
small scale producers,supplies,distant markets,1,Salt is being transported to distant markets to compete with the production of licensed factories^,0.75
government of india,regulates,small-scale manufacture of salt,1,"Under the Press Note dated 23rd April, 1948, the Government of India permitted individuals or groups to produce salt freely in any land...",0.9
government,governs,salt labour,1,"It was considered that steps in this direction should be taken, side by side with the steps for improvement of the quality of salt.",0.8
government,governs,salt production,1,"The regular and seasonal workers are employed generally in the workshop, power house and at pumps etc.",0.8
government,supplies,electricity,1,Electricity is supplied free of charge by the Government.,0.9
rajasthan government,licenses,local doctors,1,"At Didwana and Nawa, local doctors under the Rajasthan Government are paid an allowance for attending the employees and labourers of the Department.",0.8
salt department,regulates,practices and procedures at the rajasthan sources,1,"The Salt Department has, however, taken steps to see that the practices and procedures at the Rajasthan Sources conform to the requirements of the Factories Act.",0.7
salt department,supplies,drinking water and other welfare measures,1,The Department has arranged for the supply of drinking water and other welfare measures are also under consideration.,0.8
government of india,administers,mandi salt sources,1,At the time of taking over by the Government of India salt sources of Mandi from 1-4-1950...,0.9
salt workers,supplies,salt manufacture,1,The salt labourers in the private sector are being encouraged to form co-operative societies so that they may be able to undertake salt manufacture or take up works' for execution on contract,0.8
government of india,governs,salt administration in the country,1,"The Government of India appointed a Salt Committee under their Resolution No. dated 11th August, 1903 (Finance and Commerce Department) to enquire into the question of salt administration in the country besides other aspects of the Salt Industry.",0.9
commissioner,controls,working of the uran distilleries near bombay,1,He also used to control the working of the Uran distilleries near Bombay.,0.8
collector of salt revenue,administers,central excises in northern india,1,"The administration of Central Excises in Northern, India was transferred: to the charge of the Commissioner, Northern India:. Salt Revenue, April, 1938 on a temporary basis.",0.9
"collector of central excise, bombay",administers,salt administration in province of bombay and central provinces and berar,1,"(a) Collector of Central Excise, Bombay — the Province of Bombay and the Central Provinces and Berar;",0.8
government of india,governs,salt administration in rajputana salt sources,1,"As regards salt administration in Rajputana Salt Sources, there was no change as the old system of control of these salt sources continued.",0.9
ministry of industry and supply,administers,salt organisation,1,"The administration of the Salt Organisation which started functioning under the Ministry of Industry and Supply from 1-11-1947, was placed under the Ministry of Works, Production and Supply with effect from 1st February 1951, as a result of the reshuffling of the Ministries.",0.9
"ministry of works, production and supply",administers,salt organisation,1,"The administration of the Salt Organisation which started functioning under the Ministry of Industry and Supply from 1-11-1947, was placed under the Ministry of Works, Production and Supply with effect from 1st February 1951, as a result of the reshuffling of the Ministries.",0.9
ministry of production,administers,salt organisation,1,"The administration of the Salt Organisation which started functioning under the Ministry of Industry and Supply from 1-11-1947, was placed under the Ministry of Works, Production and Supply with effect from 1st February 1951, as a result of the reshuffling of the Ministries.",0.9
salt commissioner's office,administers,government salt factories,1,They reported on the proper strength of staff required for the Salt Commissioner’s office at headquarters and in the Regions.,0.8
salt department,controls,quality control,1,(i) Quality Control;,0.8
salt department,regulates,realisation of cess,1,(v) Realisation of Cess;,0.8
salt department,regulates,salt industry,1,"The functions of the Department were, therefore, specified as follows: — • It has to be kept constantly in view that the primary function of the Department is to develop the Salt Department on sound and scientific lines...",0.8
salt department,regulates,salt-based industries,1,the programme of the Salt Department to develop salt-based industries.,0.9
government of india,governs,salt department,1,"The establishment charges of the Salt Department, including the cost of Watch and Ward staff posted by the Department for guarding salt works.",0.9
victoria,supplies,salt,1,"In Victoria, the bulk of the salt output is procured ordinarily from sea-shore pans at Geelong and Laverton...",0.9
austrian salt works,administers,salt mines,1,The Salt mines run by the Austrian salt works are situated in Upper Austria underneath the Plassen near Hallastatt in Perneck near Bad Ischl in Styria...,0.8
manitoba,extracts_from,brine springs,1,Salt is recovered by evaporation from numerous brine springs in Manitoba.,0.9
"la compagnie des salins du midi et des salines de djibouti, sfax et madagascar",administers,the regional works whose interest they administer,1,"For the South-West. LA COMPAGNIE DES SALINS DU MIDI ET DES SALINES DE DJIBOUTI, SFAX ET MADAGASCAR, Cour Gambetta, MONTPELLIER (Herault).",0.9
italy,controls,sea-salt manufacturing,1,The manufacture and marketing of sea-salt in Italy are controlled by the State on a monopoly basis.,0.8
salt works,regulates,production of sea salt,1,"The production of sea salt which, as already stated, amounts annually to about 500,000 metric tons is disposed of as follows:",0.8
japan,administers,salt monopoly law,1,"In January, 1905, the Salt Monopoly Law was promulgated...",0.9
japan,regulates,indigenous salt production,1,Indigenous producers of salt are required by law to make applications to the Corporation...,0.8
japan monopoly corporation,controls,salt,1,"The Japan Monopoly Corporation controls salt in all its aspects, namely, indigenous production, imports and consumption.",0.9
japan,depends_on,imports,1,"Out of this, indigenous production is of the order of 5,00,000 tons, thereby depending on imports for about 1*5 million tons...",0.8
netherlands,supplies,many countries,1,"The Netherlands has become an important salt supplier for many countries, particularly the Scandinavian countries and Belgium...",0.85
punjab salt mines,administers,inland customs department,1,The Punjab Salt Mines were administered originally by the Inland Customs Department.,0.9
rumanian peoples’ republic,controls,salt mines,1,"Since the partition, the mines are, under the control of the Collector of Central Excise, Lahore.",0.9
the yugoslav federal peoples' republic,governs,salt exploitation,1,Salt exploitation was a State monopoly before the industrial enterprises were nationalized.,0.9
the bulgarian peoples' republic,governs,salt exploitation,1,"Constitution salt like every other natural resource of the soil and sub-soil, belongs to the peoples' democratic State, the Rumanian Peoples' Republic.",0.8
the hungarian peoples' republic,governs,salt exploitation,1,"Constitution salt like every other natural resource of the soil and sub-soil, belongs to the peoples' democratic State, the Rumanian Peoples' Republic.",0.8
the rumanian peoples' republic,governs,salt exploitation,1,"Constitution salt like every other natural resource of the soil and sub-soil, belongs to the peoples' democratic State, the Rumanian Peoples' Republic.",0.9
united swiss rhine salt works,administers,salt supply,1,Switzerland is a confederation of 25 States of which 24 are members of a joint-stock company for the supply of salt and the 'United Swiss Rhine Salt Works'.,0.8
turkey,administers,salt-works,1,"There are at present 51 salt-works in operation in Turkey, one of which produces marine salt, 2 lake salt, 7 rock salt and the rest manufacture salt from subterranean brine.",0.9
monopolies,controls,salt-works,1,All the salt-works are operated under the supervision of the technical personnel of the Monopolies.,0.9
private trade,trades_with,public’s requirements,1,"The greater part of the public's requirements is met by private trade, in addition to which there are 135 Monopoly warehouses scattered all over the country.",0.8
monopoly warehouses,regulates,price of salt,1,These warehouses serve to stabilize the price of salt in the various districts.,0.9
the british government,licenses,the manufacture and sale of salt at the sambhar lake,1,...to carry on the manufacture and sale of salt at the Sambhar Lake...,0.95
the british government,regulates,"the manufacture, sale, or removal of salt",1,"...in regard to the manufacture, sale, or removal of salt, or the prevention of unlicensed manufacture or smuggling.",0.95
jaipur government,administers,court,1,"Under the authority of the Jaipur Government, the British Govern-ment shall constitute a Court...",0.8
jaipur government,governs,territory of jaipur,1,"Nothing in this Agreement shall be held to bar the sovereign jurisdiction of the Jaipur Government within the aforesaid limits, in all matters; civil and criminal, not connected with the manufacture, sale, or removal of salt, or the prevention of unlicensed manufacture or smuggling.",0.9
the british government,administers,the manufacture of salt within the said limits,1,None of the conditions of this Agreement shall have effect until the British Government shall actually assume charge of the manufacture of salt within the said limits.,0.9
the jaipur government,regulates,the arrest and surrender to the british authorities within the said limits,1,"If any person employed by the British Government, within the said limits shall have absconded after committing an offence, or if any person shall have absconded after committing a breach of the Rules laid down under Article III, the Jaipur Government shall, on sufficient evidence of his criminality, make every effort to cause his arrest and surrender to the British authorities within the said limits...",0.8
the british government,governs,the jaipur territory,1,...within the Jaipur territory.,0.9
british government,administers,court,1,"Under the authority of the Jodhpur Government, the British Government shall constitute a Court, presided over by a competent officer...",0.9
british government,administers,salt manufacturing and selling,1,"the Government of Jodhpur will lease to the British Government its right of manufacturing and of selling salt within the limits of the territory bordering on the Sambhar Lake, as hereinafter defined in Article IV, and of levying duties on salt produced within such limits.",0.9
british government,governs,jodhpur government,1,The British Govern-ment shall give notice to the Government of Jodhpur...,0.9
british government,regulates,"rules and regulations regarding the manufacture, sale, or removal of salt",1,"...to lay down by the British Government in regard to the manufacture, sale, or removal of salt...",0.8
the british government,governs,the jodhpur government,1,"Under the authority of the Jodhpur Government, the British Government shall constitute a Court...",0.9
the british government,regulates,salt manufactured within the said limits,1,The whole of the stocks of salt existing within the aforesaid limits at the commencement of the lease shall be transferred...,0.85
jodhpur government,taxes,british indian maund of salt,1,"The price to be paid to the Jodhpur Government for the remainder of the said stock shall be reckoned at six and a half annas (6|) per British Indian maund, and payment shall be made at this rate by the British Government to the Government of Jodhpur...",0.8
british government,governs,manufacture of salt,1,"...Government shall actually assume ..charge, of' the, manufacture.'of 'Salt,'...",0.9
manufacturers,licenses,high grade salt,1,The clause relating to adjustment of weight due to variations of moisture content would be remunerative to manufacturers of high grade salt...,0.9
vendor,supplies,salt,1,Transfer into the flask about 20 g of salt and spread it so as to form a thin layer at the bottom;,0.8
determination,depends_on,reagents,1,6.1 Reagents — ^The following reagents are required;,0.8
magnesium,controls,neutralization of excess hydrochloric acid,1,"When only a little magnesium is present, neutralization of excess hydrochloric acid by ammonium hydroxide may form enough ammonium chloride...",0.9
filter paper,connects_to,200 erlenmeyer flask,1,collect the filtrate and washings in a 200 Erlenmeyer flask.,0.9
government,licenses,salt manufacturers,1,Payment made by Govt. to salt manufacturers under the Monopoly system in the Madras Region.,0.8
salt works,supplies,brine,1,Leather bag used to lift brine.,0.8
mr. c.h. pitt,administers,salt mining in the punjab,1,"Salt Mining in the Punjab by Mr, C.H, Pitt",0.9
atma ram and sons,trades_with,books,1,"Atma Ram and Sons, Kashmeri Gate.",0.9
bahri brothers,trades_with,books,1,"Bahri Brothers, 188, Lajpat Rai Market.",0.8
bawa flarkishan dass bedicvijav general agencies,trades_with,books,1,"'9-E, Sadar Thana Road, G.P.O. 2027,",0.7
federal law book depot,supplies,law books,1,"Federal Law Book Depot, Kashmeri Gate,",0.6
indian army book depot,supplies,army books,1,"Indian Army Book Depot, 3, Daryaganj.",0.4
metropolitan book go.,trades_with,books,1,"Metropolitan Book Go., Delhi Gate.",0.3
new stationery house,supplies,stationery,1,"New Stationery House, Subzimandi.",0.2
universal book & sty.,trades_with,books,1,"Universal Book & Sty., B, Nath Sc Brothers,",0.1
supdt.,administers,govt. maria brothers,1,"..., The Mall (R). SIROHT.-",0.8
